"name","id","address","unom","district","area","col_758","col_759","col_760","col_761","col_762","col_763","col_764","col_766","col_769","col_770","col_771","col_772","col_775","col_781","col_1945_del","col_2463","col_3163"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Метрогородок, Открытое ш., д. 28, к. 6А","1539794","город Москва, Открытое шоссе, дом 28, корпус 6А","18180","Восточный административный округ","муниципальный округ Метрогородок","56183263","12","1","80","3992.2","3445","547.2","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, ул. Металлургов, д. 13, к. 1","1538856","город Москва, улица Металлургов, дом 13, корпус 1","14226","Восточный административный округ","муниципальный округ Перово","2048912","5","4","57","3366","3125.4","240.6","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, 3-я Владимирская ул., д. 25, к. 4","1533327","город Москва, 3-я Владимирская улица, дом 25, корпус 4","4123","Восточный административный округ","муниципальный округ Перово","2048755","5","4","80","3509.2","3509.2","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, Измайловский б-р, д. 31","1528357","город Москва, Измайловский бульвар, дом 31","8615","Восточный административный округ","муниципальный округ Измайлово","2048912","5","6","80","5546.5","4412.6","1133.9","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Перовская ул., д. 66, к. 4","55808898","город Москва, Перовская улица, дом 66, корпус 4","260090","Восточный административный округ","муниципальный округ Новогиреево","73852116","15","4","208","15518.4","14348.2","1170.2","","179625090","22728486","4","4","","22289201","","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Фрязевская ул., д. 3, к. 2","1529845","город Москва, Фрязевская улица, дом 3, корпус 2","27704","Восточный административный округ","муниципальный округ Новогиреево","56183429","12","4","191","8686.8","8647.6","39.2","","2048929","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, ул. Бирюсинка, д. 13, к. 1","1537733","город Москва, улица Бирюсинка, дом 13, корпус 1","2223","Восточный административный округ","муниципальный округ Гольяново","2048752","5","3","60","2478.7","2478.7","0","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Бойцовая ул., д. 6, к. 3","1537790","город Москва, Бойцовая улица, дом 6, корпус 3","2334","Восточный административный округ","муниципальный округ Богородское","2048912","5","3","45","1949.2","1899.1","50.1","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 7-я Парковая ул., д. 7","1536576","город Москва, 7-я Парковая улица, дом 7","18670","Восточный административный округ","муниципальный округ Измайлово","2048912","5","5","75","4923.6","4105.9","817.7","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Федеративный пр-кт, д. 33","1522657","город Москва, Федеративный проспект, дом 33","27108","Восточный административный округ","муниципальный округ Новогиреево","2048755","5","4","80","3524.3","3524.3","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Перовская ул., д. 29, к. 2","1502163","город Москва, Перовская улица, дом 29, корпус 2","19454","Восточный административный округ","муниципальный округ Перово","2048779","12","2","95","5433.4","5419","14-Apr","","2048929","22728486","4","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Большая Черкизовская ул., д. 26, к. 5","1517417","город Москва, Большая Черкизовская улица, дом 26, корпус 5","28581","Восточный административный округ","муниципальный округ Преображенское","2048798","14","1","70","4342.8","4025.7","317.1","13","179625102","22728486","1","1","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 15-я Парковая ул., д. 47, к. 3","1517837","город Москва, 15-я Парковая улица, дом 47, корпус 3","18962","Восточный административный округ","муниципальный округ Северное Измайлово","2048759","14","1","98","4319.8","4319.8","0","22","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу г. Москва, ш. Энтузиастов, д. 94, к. 1","1521804","город Москва, шоссе Энтузиастов, дом 94, корпус 1","30158","Восточный административный округ","муниципальный округ Ивановское","2048781","9","4","144","7208.6","7208.6","0","","2048929","22728486","4","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Бойцовая ул., д. 10, к. 9","1514892","город Москва, Бойцовая улица, дом 10, корпус 9","2344","Восточный административный округ","муниципальный округ Богородское","2048755","5","3","60","2603.4","2551.2","52.2","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, 10-я ул. Соколиной Горы, д. 12","1508565","город Москва, 10-я улица Соколиной Горы, дом 12","24194","Восточный административный округ","муниципальный округ Соколиная Гора","56183255","5","1","19","1268.3","1115","153.3","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Перовская ул., д. 38, к. 2","1505984","город Москва, Перовская улица, дом 38, корпус 2","19464","Восточный административный округ","муниципальный округ Перово","2048755","5","3","60","2588.6","2569.7","18-Sep","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Снайперская ул., д. 3","1508606","город Москва, Снайперская улица, дом 3","24032","Восточный административный округ","муниципальный округ Вешняки","2048755","9","8","287","14355","14355","0","","2048929","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новокосино, Новокосинская ул., д. 17, к. 5","1516056","город Москва, Новокосинская улица, дом 17, корпус 5","80014","Восточный административный округ","муниципальный округ Новокосино","2048757","17","2","136","8736.4","8718.4","18","0","2048929","22728486","2","2","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Новогиреевская ул., д. 23","1534117","город Москва, Новогиреевская улица, дом 23","16472","Восточный административный округ","муниципальный округ Перово","2048755","5","5","100","4492.6","4471.5","21-Jan","","2048929","22728486","0","0","22289162","22289201","0","42875644","58761330"
"Дом по адресу г. Москва, Главная ул., д. 7","1510480","город Москва, Главная улица, дом 7","5476","Восточный административный округ","муниципальный округ Восточный","2048912","3","2","27","2533.6","1916.8","616.8","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, 5-я ул. Соколиной Горы, д. 25, к. 2","1539936","город Москва, 5-я улица Соколиной Горы, дом 25, корпус 2","24162","Восточный административный округ","муниципальный округ Соколиная Гора","56183263","12","1","80","4485.5","3477","1008.5","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, 3-я Владимирская ул., д. 26, к. 2","1538024","город Москва, 3-я Владимирская улица, дом 26, корпус 2","4126","Восточный административный округ","муниципальный округ Перово","2048755","5","10","200","8943.8","8943.8","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Метрогородок, Открытое ш., д. 24, к. 37","1531774","город Москва, Открытое шоссе, дом 24, корпус 37","18139","Восточный административный округ","муниципальный округ Метрогородок","2048912","5","4","60","3508","3311","197","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, Щёлковское ш., д. 90","1538391","город Москва, Щёлковское шоссе, дом 90","29971","Восточный административный округ","муниципальный округ Северное Измайлово","2048781","9","8","287","14170","14048.9","121.1","","2048929","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, ул. Молостовых, д. 12","1508949","город Москва, улица Молостовых, дом 12","15114","Восточный административный округ","муниципальный округ Ивановское","2048912","9","6","213","11211.4","10555.1","656.3","","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 15-я Парковая ул., д. 44, к. 1","1514351","город Москва, 15-я Парковая улица, дом 44, корпус 1","18947","Восточный административный округ","муниципальный округ Северное Измайлово","2048758","9","1","64","3120.3","2270.2","850.1","","179625090","22728486","1","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, Никитинская ул., д. 33","1535336","город Москва, Никитинская улица, дом 33","16200","Восточный административный округ","муниципальный округ Северное Измайлово","2048752","5","3","60","2989.7","2554.1","435.6","","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Свободный пр-кт, д. 24","1528360","город Москва, Свободный проспект, дом 24","22837","Восточный административный округ","муниципальный округ Новогиреево","2048798","14","1","106","6090.8","5147.6","943.2","","179625102","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Новосибирская ул., д. 1, к. 1","1505607","город Москва, Новосибирская улица, дом 1, корпус 1","16875","Восточный административный округ","муниципальный округ Гольяново","2048755","5","5","100","4467.3","4467.3","0","","2048929","22728486","0","0","22289163","22289214","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, 2-я Владимирская ул., д. 9А","1513512","город Москва, 2-я Владимирская улица, дом 9А","4039","Восточный административный округ","муниципальный округ Перово","2048912","5","4","76","4044","3219","825","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Вешняковская ул., д. 3, к. 1","1534637","город Москва, Вешняковская улица, дом 3, корпус 1","65090","Восточный административный округ","муниципальный округ Вешняки","2048798","16","2","103","10152.3","8717.9","1434.4","0","179625111","22728486","2","2","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, ул. Металлургов, д. 10/23","1502395","город Москва, улица Металлургов, дом 10/23","14221","Восточный административный округ","муниципальный округ Перово","2048755","5","4","80","3495.3","3495.3","0","","2048929","22728486","0","0","22289162","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Сокольники, Охотничья ул., д. 10/12, к. 5","1516884","город Москва, Охотничья улица, дом 10/12, корпус 5","18329","Восточный административный округ","муниципальный округ Сокольники","2048912","4","1","16","964.9","944.3","20-Jun","41","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Перовская ул., д. 13, к. 2","1508859","город Москва, Перовская улица, дом 13, корпус 2","19437","Восточный административный округ","муниципальный округ Перово","2048758","12","1","84","3629.6","3629.6","0","24","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, Нижняя Первомайская ул., д. 64","1507338","город Москва, Нижняя Первомайская улица, дом 64","19326","Восточный административный округ","муниципальный округ Восточное Измайлово","2048798","7","2","30","5185.8","3721.5","1464.3","","179625102","22728486","2","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новокосино, Городецкая ул., д. 9, к. 3","1533885","город Москва, Городецкая улица, дом 9, корпус 3","5753","Восточный административный округ","муниципальный округ Новокосино","2048756","17","3","203","12895.5","11124.6","1770.9","12","2048929","22728486","3","3","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 1-я Парковая ул., д. 9, к. 2","1505021","город Москва, 1-я Парковая улица, дом 9, корпус 2","18493","Восточный административный округ","муниципальный округ Измайлово","2048754","5","3","44","2450.9","2334.7","116.2","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Федеративный пр-кт, д. 30","1522191","город Москва, Федеративный проспект, дом 30","27103","Восточный административный округ","муниципальный округ Новогиреево","2048758","12","1","80","4087.3","3457.2","630.1","24","179625107","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Страховская ул., д. 28","1512454","город Москва, Страховская улица, дом 28","24832","Восточный административный округ","муниципальный округ Преображенское","2048912","5","2","40","1865.7","1586","279.7","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, 16-я Парковая ул., д. 27","1538117","город Москва, 16-я Парковая улица, дом 27","19003","Восточный административный округ","муниципальный округ Восточное Измайлово","56183241","9","7","230","11746.7","10176.5","1570.2","","179625102","22728486","7","0","","22289201","0","42875644","58761330"
"Дом по адресу г. Москва, 1-й Электрозаводский пер., д. 3","1508426","город Москва, 1-й Электрозаводский переулок, дом 3","30080","Восточный административный округ","муниципальный округ Преображенское","2048758","12","1","84","3837.4","3735.8","101.6","25","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Просторная ул., д. 12, к. 1","1503641","город Москва, Просторная улица, дом 12, корпус 1","20907","Восточный административный округ","муниципальный округ Преображенское","2048763","9","3","108","4495.6","4495.6","0","21","179625102","22728486","3","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новокосино, Салтыковская ул., д. 5, к. 1","1524113","город Москва, Салтыковская улица, дом 5, корпус 1","80027","Восточный административный округ","муниципальный округ Новокосино","2048842","6","5","73","5225.4","5119.3","106.1","","2048929","22728486","5","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Байкальская ул., д. 51, к. 3","1530264","город Москва, Байкальская улица, дом 51, корпус 3","1268","Восточный административный округ","муниципальный округ Гольяново","2048755","5","3","60","2591.5","2591.5","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, ул. Сталеваров, д. 12, к. 1","1508053","город Москва, улица Сталеваров, дом 12, корпус 1","24600","Восточный административный округ","муниципальный округ Ивановское","2048764","12","6","286","16552.6","16513.4","39.2","","2048929","22728486","12","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточный, ул. 9 Мая, д. 15","1521064","город Москва, улица 9 Мая, дом 15","6333","Восточный административный округ","муниципальный округ Восточный","2048912","4","3","48","2499","2016","483","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточный, ул. 9 Мая, д. 24","1508185","город Москва, улица 9 Мая, дом 24","6344","Восточный административный округ","муниципальный округ Восточный","2048912","4","3","48","2571.6","2045.6","526","","179625102","22728486","0","0","22289163","22289207","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Сокольники, ул. Матросская Тишина, д. 16","1533301","город Москва, улица Матросская Тишина, дом 16","14023","Восточный административный округ","муниципальный округ Сокольники","2048798","6","6","62","5151.8","4220.7","931.1","","179625102","22728486","2","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Зелёный пр-кт, д. 71, к. 2","1502877","город Москва, Зелёный проспект, дом 71, корпус 2","8407","Восточный административный округ","муниципальный округ Новогиреево","2048912","5","3","58","2712.5","2502.5","210","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Измайловское ш., д. 15","1518434","город Москва, Измайловское шоссе, дом 15","8718","Восточный административный округ","муниципальный округ Соколиная Гора","56183238","8","4","106","6153.5","4506","1647.5","","179625102","22728486","4","0","22289162","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Косинская ул., д. 26, к. 2","1530074","город Москва, Косинская улица, дом 26, корпус 2","11127","Восточный административный округ","муниципальный округ Вешняки","56183243","9","6","215","10533.7","10533.7","0","","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Союзный пр-кт, д. 24","1538909","город Москва, Союзный проспект, дом 24","24436","Восточный административный округ","муниципальный округ Новогиреево","2048912","9","10","358","15861.7","15713.2","148.5","","179625102","22728486","10","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, Нижняя Первомайская ул., д. 23","1532035","город Москва, Нижняя Первомайская улица, дом 23","19275","Восточный административный округ","муниципальный округ Восточное Измайлово","2048912","5","3","60","2493.3","2493.3","0","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Бойцовая ул., д. 18, к. 10","1528369","город Москва, Бойцовая улица, дом 18, корпус 10","2365","Восточный административный округ","муниципальный округ Богородское","2048912","5","4","80","3563.9","3511.5","52.4","","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Ивантеевская ул., д. 9","1513854","город Москва, Ивантеевская улица, дом 9","64083","Восточный административный округ","муниципальный округ Богородское","2048798","14","2","94","10819.8","8855.6","1964.2","0","179625111","22728486","2","2","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, пр-кт Будённого, д. 19","1518518","город Москва, проспект Будённого, дом 19","2908","Восточный административный округ","муниципальный округ Соколиная Гора","56183255","7","6","72","7382.1","5500.5","1881.6","","179625102","22728486","6","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Перовская ул., д. 12","1518136","город Москва, Перовская улица, дом 12","19435","Восточный административный округ","муниципальный округ Перово","2048912","5","4","80","3430.4","3430.4","0","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Измайловское ш., д. 55","1520264","город Москва, Измайловское шоссе, дом 55","8731","Восточный административный округ","муниципальный округ Соколиная Гора","2048912","8","4","112","9324","7855.2","1468.8","","179625102","22728486","4","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Братская ул., д. 23, к. 1","1531980","город Москва, Братская улица, дом 23, корпус 1","2778","Восточный административный округ","муниципальный округ Новогиреево","2048781","9","6","215","10745","10745","0","","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу г. Москва, Колодезная ул., д. 7, к. 4","1518374","город Москва, Колодезная улица, дом 7, корпус 4","10466","Восточный административный округ","муниципальный округ Сокольники","2048798","6","3","32","1859.7","1852.2","7-May","22","179625102","22728486","3","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новокосино, Новокосинская ул., д. 17, к. 6","1504798","город Москва, Новокосинская улица, дом 17, корпус 6","80004","Восточный административный округ","муниципальный округ Новокосино","2048777","14","3","168","9228.3","9211.1","17-Feb","","2048929","22728486","3","3","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, б-р Маршала Рокоссовского, д. 25","1534371","город Москва, бульвар Маршала Рокоссовского, дом 25","21929","Восточный административный округ","муниципальный округ Богородское","2048912","5","4","80","3421.5","3379","42.5","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Камчатская ул., д. 4, к. 1","1522037","город Москва, Камчатская улица, дом 4, корпус 1","240134","Восточный административный округ","муниципальный округ Гольяново","2048798","18","1","170","11442.6","8787","2655.6","0","179625111","22728486","1","1","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, ул. Сталеваров, д. 26, к. 1","1513829","город Москва, улица Сталеваров, дом 26, корпус 1","24613","Восточный административный округ","муниципальный округ Ивановское","2048851","12","1","81","5231.6","3483","1748.6","22","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 9-я Парковая ул., д. 1, к. 1","1536970","город Москва, 9-я Парковая улица, дом 1, корпус 1","18704","Восточный административный округ","муниципальный округ Измайлово","2048912","8","1","63","2450.5","2128.4","322.1","","179625090","22728486","1","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 16-я Парковая ул., д. 51","1526119","город Москва, 16-я Парковая улица, дом 51","19015","Восточный административный округ","муниципальный округ Северное Измайлово","2048912","12","1","92","4365","3430","935","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 5-я Парковая ул., д. 11","1506422","город Москва, 5-я Парковая улица, дом 11","18581","Восточный административный округ","муниципальный округ Измайлово","2048912","5","3","50","3938","3592.3","345.7","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточный, Главная ул., д. 5","1512386","город Москва, Главная улица, дом 5","5474","Восточный административный округ","муниципальный округ Восточный","2048912","3","4","24","1943.7","1698.2","245.5","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 3-я Прядильная ул., д. 20","1515815","город Москва, 3-я Прядильная улица, дом 20","21175","Восточный административный округ","муниципальный округ Измайлово","2048798","5","3","46","3899.7","3436.8","462.9","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, Нижняя Первомайская ул., д. 44","1533606","город Москва, Нижняя Первомайская улица, дом 44","19282","Восточный административный округ","муниципальный округ Восточное Измайлово","2048912","5","5","75","5118.4","4261","857.4","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Федеративный пр-кт, д. 15, к. 1","1503471","город Москва, Федеративный проспект, дом 15, корпус 1","27081","Восточный административный округ","муниципальный округ Перово","2048800","16","3","222","13630.4","12731.9","898.5","","179625090","22728486","3","3","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Вешняковская ул., д. 35/26","1508893","город Москва, Вешняковская улица, дом 35/26","3818","Восточный административный округ","муниципальный округ Вешняки","2048781","9","4","144","7130.5","7130.5","0","","2048929","22728486","4","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Мартеновская ул., д. 20","1517758","город Москва, Мартеновская улица, дом 20","13846","Восточный административный округ","муниципальный округ Новогиреево","2048762","5","3","60","2469.7","2469.7","0","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Снайперская ул., д. 12","1538875","город Москва, Снайперская улица, дом 12","24042","Восточный административный округ","муниципальный округ Вешняки","2048781","9","8","287","13552.3","13552.3","0","","179625091","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Байкальская ул., д. 25, к. 2","1513174","город Москва, Байкальская улица, дом 25, корпус 2","1224","Восточный административный округ","муниципальный округ Гольяново","2048755","5","7","139","6068.8","6068.8","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Байкальская ул., д. 30, к. 1","1531557","город Москва, Байкальская улица, дом 30, корпус 1","1231","Восточный административный округ","муниципальный округ Гольяново","2048755","5","6","120","5169","5169","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 11-я Парковая ул., д. 48, к. 3","1525638","город Москва, 11-я Парковая улица, дом 48, корпус 3","18816","Восточный административный округ","муниципальный округ Северное Измайлово","2048759","14","1","98","4284.9","4284.9","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, Измайловский б-р, д. 38","1501305","город Москва, Измайловский бульвар, дом 38","23765","Восточный административный округ","муниципальный округ Измайлово","2048912","6","9","151","15599.4","11172","4427.4","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Зверинецкая ул., д. 23/8","1512547","город Москва, Зверинецкая улица, дом 23/8","8219","Восточный административный округ","муниципальный округ Соколиная Гора","2048758","12","1","84","3663.4","3663.4","0","22","179625090","22728486","2","0","","22289207","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Ивантеевская ул., д. 8","1518573","город Москва, Ивантеевская улица, дом 8","20169","Восточный административный округ","муниципальный округ Богородское","2048912","12","1","84","3644.4","3644.4","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Открытое ш., д. 1, к. 3","1508569","город Москва, Открытое шоссе, дом 1, корпус 3","18029","Восточный административный округ","муниципальный округ Богородское","2048912","5","4","80","3536.9","3482.8","54.1","","179625119","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Косино-Ухтомский, Муромская ул., д. 14","1517192","город Москва, Муромская улица, дом 14","15340","Восточный административный округ","муниципальный округ Косино-Ухтомский","2048798","1","5","5","176.3","176.3","0","","2048931","22728486","0","0","","22289205","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Союзный пр-кт, д. 6, к. 3","1528897","город Москва, Союзный проспект, дом 6, корпус 3","24415","Восточный административный округ","муниципальный округ Новогиреево","2048758","12","1","80","3627.4","3469.2","158.2","","179625080","22728486","2","0","","22289207","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Щербаковская ул., д. 26","1516008","город Москва, Щербаковская улица, дом 26","30012","Восточный административный округ","муниципальный округ Соколиная Гора","2048912","12","5","257","18955.4","16045.6","2909.8","","179625102","22728486","8","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Измайловское ш., д. 25","1508681","город Москва, Измайловское шоссе, дом 25","8725","Восточный административный округ","муниципальный округ Соколиная Гора","2048912","14","1","98","4254.4","4254.4","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 4-я Парковая ул., д. 12, к. 2","1510320","город Москва, 4-я Парковая улица, дом 12, корпус 2","18564","Восточный административный округ","муниципальный округ Измайлово","2048912","5","4","60","4033.1","3309.5","723.6","","179625102","22728486","0","0","22289163","22289205","0","42875644","58761330"
